"lemma_it","UPOS","lemma_parm","lemma_parm_2","lemma_parm_3","lemma_parm_4","lemma_parm_5","lemma_parm_6","lemma_parm_7","lemma_parm_8","lemma_parm_9","LiITA_URI","LiITA_URI_2","LiITA_URI_3","LiITA_URI_4","LiITA_URI_5","LiITA_URI_6","LiITA_URI_7"
"vento","NOUN","ventàs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051259",,,,,,
"vento","NOUN","vént","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051259",,,,,,
"ventola","NOUN","scarmàj","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051260",,,,,,
"ventoso","ADJ","ventôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051268",,,,,,
"venuto","NOUN","vgnù","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099897",,,,,,
"verderame","NOUN","verdràm","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051368",,,,,,
"verdone","NOUN","verdón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099436",,,,,,
"vergine","NOUN","vérgina","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051416",,,,,,
"verginità","NOUN","verginitä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051417",,,,,,
"vergogna","NOUN","vargògna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051418",,,,,,
"vergognarsi","VERB","vargognäros","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051420",,,,,,
"vergognoso","ADJ","vargognôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051422",,,,,,
"verità","NOUN","vritä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051441",,,,,,
"verme","NOUN","bigàt","vèrom","bégh","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099443",,,,,,
"vermiciattolo","NOUN","vermisôl","_","_","_","_","_","_","_","_",,,,,,,
"vernaccia","NOUN","vernasa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051470",,,,,,
"vernice","NOUN","varniza","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051482",,,,,,
"verniciare","VERB","invernizär","varnizär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051484",,,,,,
"vero","ADJ","vér","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051494",,,,,,
"verso","ADP","incóntra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051560",,,,,,
"incontro","NOUN","incóntra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1000299",,,,,,
"verso","ADP","vèrs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051560",,,,,,
"vertigine","NOUN","vojarôla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051587",,,,,,
"vescica","NOUN","psìga","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099464",,,,,,
"vescica","NOUN","vsiga","psiga","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099464",,,,,,
"vespa","NOUN","timonsén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051617",,,,,,
"vespa","NOUN","bzia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051617",,,,,,
"vespaio","NOUN","vrespär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099469",,,,,,
"vespro","NOUN","vèsper","vrèsp","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051639",,,,,,
"vestaglia","NOUN","palandrana","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051649",,,,,,
"veste","NOUN","vésta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061396",,,,,,
"vestire","VERB","vestír","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051661",,,,,,
"vestirsi","VERB","tapärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051662",,,,,,
"vestirsi","VERB","incincinärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051662",,,,,,
"vestito","NOUN","tricò","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051664",,,,,,
"vestito","NOUN","vestí","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051664",,,,,,
"veterinario","NOUN","veterinäri","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051674",,,,,,
"vetrata","NOUN","invedriäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051686",,,,,,
"vetriolo","NOUN","vederiôl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061402",,,,,,
"vetro","NOUN","védor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051712",,,,,,
"vettura","NOUN","vitúra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051732",,,,,,
"vi","PRON","av","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099479",,,,,,
"viaggetto","NOUN","viazètt","_","_","_","_","_","_","_","_",,,,,,,
"viaggiare","VERB","viazär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051764",,,,,,
"viaggiatore","NOUN","viazadôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051765",,,,,,
"viaggio","NOUN","viaz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051766",,,,,,
"viceversa","ADV","viseversa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051850",,,,,,
"vicinanza","NOUN","vzinansa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051860",,,,,,
"vicino","ADV","davzén","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/52195",,,,,,
"vicino","ADJ","acòst","azvén","vzén","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051870",,,,,,
"vicolo","NOUN","vìccol","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051874",,,,,,
"vigilia","NOUN","vgìllia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051979",,,,,,
"vigliaccheria","NOUN","vigliacäria","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051983",,,,,,
"vigliacco","ADJ","vigliàch","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1051985",,,,,,
"vigogna","NOUN","vigògna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052002",,,,,,
"villanata","NOUN","vilanäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052034",,,,,,
"villano","NOUN","rùstigh","vilàn","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052044",,,,,,
"villanzone","NOUN","vilanón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052047",,,,,,
"villeggiatura","NOUN","vigilatura","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052053",,,,,,
"vimini","NOUN","vìmmen","_","_","_","_","_","_","_","_",,,,,,,
"vincere","VERB","vénsor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052092",,,,,,
"vincita","NOUN","vìnsita","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052109",,,,,,
"vino","NOUN","trór","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052143",,,,,,
"vino","NOUN","trébia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052143",,,,,,
"vino","NOUN","cavariana","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052143",,,,,,
"vino","NOUN","fotìccia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052143",,,,,,
"vino","NOUN","vinètt","vinóla","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052143",,,,,,
"vino","NOUN","vinaja","vinàs","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052143",,,,,,
"vino","NOUN","vinón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052143",,,,,,
"vino","NOUN","vén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052143",,,,,,
"violetto","NOUN","violètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052174",,,,,,
"violoncello","NOUN","violonsél","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099522",,,,,,
"viottolo","NOUN","viasôla","viasôl","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052192",,,,,,
"vipera","NOUN","viprètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052194",,,,,,
"vipera","NOUN","lìppra","vìppra","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052194",,,,,,
"virgolette","NOUN","ghiglimè","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052233",,,,,,
"virtuoso","ADJ","virtuôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052263",,,,,,
"visetto","NOUN","vizén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061451",,,,,,
"visibile","ADJ","vizìbbil","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052295",,,,,,
"visibilio","NOUN","vizibìlli","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052297",,,,,,
"visita","NOUN","vizitén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052308",,,,,,
"visitare","VERB","vizitär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052312",,,,,,
"visitatore","NOUN","vizitadôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052314",,,,,,
"vista","NOUN","vísta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099549",,,,,,
"vistosità","NOUN","s’cias","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052327",,,,,,
"vistoso","ADJ","vistôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052328",,,,,,
"vitale","ADJ","vidäl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052345",,,,,,
"vitalizio","NOUN","vitalìssi","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061461",,,,,,
"vitella","NOUN","manza","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061463",,,,,,
"vitellino","NOUN","manzôl","manzolén","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052366",,,,,,
"vittorioso","ADJ","vitoriôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052405",,,,,,
"vivaio","NOUN","vivär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052424",,,,,,
"vivere","VERB","zvivasär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052431",,,,,,
"vivere","VERB","vìvor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052431",,,,,,
"vivo","ADJ","viv","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052459",,,,,,
"viziaccio","NOUN","visiàs","_","_","_","_","_","_","_","_",,,,,,,
"viziare","VERB","invisiär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052462",,,,,,
"vizietto","NOUN","visìett","_","_","_","_","_","_","_","_",,,,,,,
"vizio","NOUN","vìssi","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061479",,,,,,
"vizioso","ADJ","visiôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052468",,,,,,
"voce","NOUN","vôza","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099574",,,,,,
"vociare","VERB","vozär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052504",,,,,,
"voglia","NOUN","vojasa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052522",,,,,,
"voglia","NOUN","vôja","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052522",,,,,,
"voglioso","ADJ","vojôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052528",,,,,,
"voi","PRON","vu","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052530",,,,,,
"volare","VERB","volär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052548",,,,,,
"volata","NOUN","voladèn’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099581",,,,,,
"volata","NOUN","voläda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099581",,,,,,
"volentieri","ADV","vlontéra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052565",,,,,,
"volere","VERB","vrèr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052569",,,,,,
"volgare","ADJ","ordinariàs","piasarôl","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061492",,,,,,
"volgare","ADJ","triviäl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061492",,,,,,
"voliera","NOUN","ozlära","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052589",,,,,,
"volo","NOUN","vôl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099593",,,,,,
"volontà","NOUN","vlontä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052598",,,,,,
"voltagabbana","NOUN","voltabandéra","voltafacia","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052631",,,,,,
"voltata","NOUN","voltäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052650",,,,,,
"voluto","ADJ","volsù","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32372",,,,,,
"vomitare","VERB","vomitär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052710",,,,,,
"vomito","NOUN","vomit","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052720",,,,,,
"vostro","DET","vostor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052750",,,,,,
"votazione","NOUN","vôtasión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052757",,,,,,
"vuotare","VERB","vudär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052825",,,,,,
"vuoto","NOUN","vôd","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052835",,,,,,
"vuoto","ADJ","vôd","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1052834",,,,,,
"zabaglione","NOUN","zabajón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053032",,,,,,
"zafferano","NOUN","safràn","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099675",,,,,,
"zampa","NOUN","sànfa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053090",,,,,,
"zampata","NOUN","sanfäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053092",,,,,,
"zampone","NOUN","sanfón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061531",,,,,,
"zangolare","VERB","sanglär","_","_","_","_","_","_","_","_",,,,,,,
"zanzara","NOUN","sensòs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053125",,,,,,
"zappa","NOUN","sapètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053136",,,,,,
"zappa","NOUN","sàpa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053136",,,,,,
"zappare","VERB","sapär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053138",,,,,,
"zazzera","NOUN","zàzra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053173",,,,,,
"zazzeruto","ADJ","parucón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053175",,,,,,
"zelante","ADJ","zelant","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32390",,,,,,
"zeppo","ADJ","zép","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/32392",,,,,,
"zero","NUM","zero","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1061546",,,,,,
"zimarra","NOUN","zamara","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053288",,,,,,
"zingaro","NOUN","zìngor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053317",,,,,,
"zitella","NOUN","tersana","pùtta","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053343",,,,,,
"zittire","VERB","zitír","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053356",,,,,,
"zitto","ADJ","sìtt","zìtt","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053358",,,,,,
"zoccolo","NOUN","sìbra","sòcla","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099710",,,,,,
"zolfo","NOUN","sólfor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1099711",,,,,,
"zolla","NOUN","garatón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053393",,,,,,
"zoppetta","NOUN","sopén’na","_","_","_","_","_","_","_","_",,,,,,,
"zoppetto","NOUN","sopètt","_","_","_","_","_","_","_","_",,,,,,,
"zoppo","NOUN","sòp","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053480",,,,,,
"zotico","ADJ","vilanót","zbarbafòs","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053489",,,,,,
"zucca","NOUN","sùcca","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053498",,,,,,
"zuccata","NOUN","sucäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053500",,,,,,
"zucchero","NOUN","sùccor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053510",,,,,,
"zuccone","NOUN","sucón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053519",,,,,,
"zuppa","NOUN","vivaról","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053538",,,,,,
"zuppa","NOUN","sùppa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053538",,,,,,
"abbaglio","NOUN","zberluzära","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/959850",,,,,,
"abbonarsi","VERB","abonäres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/959965",,,,,,
"acchiappamosche","NOUN","ciapamòschi","masamoschi","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1088914",,,,,,
"affettare","VERB","ftär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/961674",,,,,,
"affilare","VERB","gusär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/961730",,,,,,
"affollare","VERB","folär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/961795",,,,,,
"aggiustarsi","VERB","comodäres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/962035",,,,,,
"ala","NOUN","äla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/962399",,,,,,
"albero","NOUN","älbor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/962473",,,,,,
"albicocca","NOUN","muliäga","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/962481",,,,,,
"amante","NOUN","mantgnúda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053838",,,,,,
"amante","NOUN","amant","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053838",,,,,,
"amante","NOUN","galànta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1053838",,,,,,
"ambasciata","NOUN","imbasäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/963264",,,,,,
"ambo","NOUN","ambètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/963309",,,,,,
"annegare","VERB","angär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964271",,,,,,
"antico","ADJ","antigh","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/964572",,,,,,
"appannarsi","VERB","panäros","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965266",,,,,,
"appannato","ADJ","lôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/22683",,,,,,
"appuntamento","NOUN","apontamént","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965543",,,,,,
"arancia","NOUN","partugàl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/965660",,,,,,
"aringa","NOUN","saràca","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966001",,,,,,
"aspetto","NOUN","aspét","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966628",,,,,,
"asse","NOUN","pistarôla","asa","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/966677",,,,,,
