ID	POS	ENTRATA	NUMERO	GENERE	traduzione1	traduzione2	traduzione3	traduzione4	traduzione5	traduzione6	traduzione7	traduzione8	traduzione9	variant1	variant2	variant3	variant4	variant5	variant6	variant7	variant8	variant9	variant10	variant11	variant12	variant13	variant14	variant15	variant16
11963	NOUN	màrdula	s	f	piastrella che si innesta nel fuso per farlo girare meglio	fusaiolo	fusaiola																						
11964	ADJ	smarmànicu	s	m	strano	bizzarro	pazzo	stravagante	insensato	che ha alquanto di smania	maniaco			smammànicu	marmànicu														
11965	ADJ	smammànicu	s	m	strano	bizzarro	pazzo	stravagante	insensato	che ha alquanto di smania	maniaco			smarmànicu	marmànicu														
11966	NOUN	marranchineddu	s	m	ladroncello																								
11967	NOUN	vacili			bacile	bacinella																							
11968	VERB	nfinucchiari			impastocchiare									mpinucchiari															
11969	NOUN	vusa	s	f	sterco di bue									vusata															
11970	NOUN	tàlamu	s	m	catafalco	letto da morto	palco	impalcatura						ntalmu	ntarmu	tarmu													
11971	NOUN	tarmu	s	m	catafalco	letto da morto	palco	impalcatura						tàlamu	ntalmu	ntarmu													
11972	ADJ	muonchiu	s	m	inetto	paralitico	scansafatiche	lento	flegmatico	dinoccolato				monchiu															
11973	NOUN	mùddiu	s	m	noioso																								
11974	NOUN	maramma	s	f	muratura	muramento	fabbrica	il murare	il fabbricare					muramma															
11975	NOUN	paràula	s	f	parola									palora	parola	palàura													
11976	NOUN	palàura	s	f	parola									palora	parola	paràula													
11977	NOUN	spènziri	s	m	largo mantello utilizzato dai contadini	giubboncino								spènsiri															
11978	INTJ	alè			grido di derisione									olè															
11979	NOUN	otunnu	s	m	autunno									autunnu															
11980	NOUN	paràngulu	s	m	lunga lenza peschereccia									palàngaru															
11981	NOUN	panicàuru	s	m	eringio									panicàudu															
11982	NOUN	panneddi	p	f	coriandoli																								
11983	NOUN	paraspuolu	s	m	terreno dato in gestione sotto compenso	pezzo di terra quanta ne può seminare un contadino								paraspolu															
11984	VERB	mpatucchiari			impastocchiare	imbrogliare	infinocchiare							mpatacchiari															
11985	NOUN	pèdinu	s	m	pedano	pedene	penero							pèdanu															
11986	NOUN	pirterra	s	f	luogo delizioso con aiuole	parterre	parterra	parterro						perterra															
11987	NOUN	piricinu	s	m	estremità									pidicinu															
11988	ADJ	prijannolu	s	m	festevole									priannolu															
11989	NOUN	puntineri	s	m	agente municipale	vigile urbano								puntuneri															
11990	NOUN	pupianna	s	f	pilastrino paracarri	pilastro paracarri								pupianni	pupiana														
11991	ADJ	mmistulutu			vestito goffamente	sovraccarico di panni								nvistulutu															
11992	VERB	nvistuliri			imbacuccarsi	caricarsi di panni								mmistuliri															
11993	NOUN	ncrocchiu	s	m	capannello	riunione di gente																							
11994	NOUN	dissintarìa	s	f	dissenteria																								
11995	ADJ	nzaiddatu	s	m	che sta bene alla persona									nsaiddatu															
11996	VERB	nzanguliari			bestemmiare									nsanguliari															
11997	VERB	nzarmunari			legare									nsarmunari															
11998	NOUN	puntaperi	s	f	calcio	pedata								puntapedi															
11999	NOUN	ciaramira	s	f	tegola	goccio di terracotta								giaramita	ciaramita	ciarmarita	giammarita												
12000	NOUN	giammarita	s	f	tegola	goccio di terracotta								ciaramita	ciarmarita	ciaramira	giaramita												
12001	NOUN	guìsina	s	f	biscia dal collare	natrice dal collare								gnìsina	vìsina	ìsina													
12002	NOUN	mùgnulu	s	m	lamento	lagno																							
12003	NOUN	ammatticata	s	f	occasione									mmatticata															
12004	NOUN	ammatticu	s	m	occasione									mmatticu															
12005	ADJ	cupu			cupo																								
12006	VERB	accrucchittari			agganciare									accurchittari															
12007	NOUN	custura			costura	cucitura																							
12008	VERB	uccìdiri			uccidere	ammazzare								accìdiri	auccìdiri														
12009	VERB	auccìdiri			uccidere	ammazzare								uccìdiri	accìdiri														
12010	NOUN	disertu			deserto																								
12011	NOUN	gramagghia			gramaglia																								
12012	NOUN	ammarazzi			roba ingombrante									mmarazzi															
12013	NOUN	mmarazzi			roba ingombrante									ammarazzi															
12014	VERB	mintuari			parlare di uno	mentovare								ammintuari	ammintuvari	ammuntuvari	ammuntuari	mintuvari	muntuvari	muntuari									
12015	VERB	mintuvari			parlare di uno	mentovare								ammintuari	ammintuvari	ammuntuvari	ammuntuari	mintuari	muntuvari	muntuari									
12016	VERB	ammintuvari			parlare di uno	mentovare								ammintuari	ammuntuvari	ammuntuari	muntuvari	mintuvari	muntuari	mintuari									
12017	VERB	ammintuari			parlare di uno	mentovare								ammintuvari	ammuntuvari	ammuntuari	muntuvari	mintuvari	muntuari	mintuari									
12018	ADJ	nigru	s	m	nero									nìuru	nìvuru	nìguru	niru												
12019	ADJ	niru	s	m	nero									nìuru	nìvuru	nìguru	nigru												
12020	VERB	assincupari			svenire																								
12021	VERB	attarantari			tendere									attrantari	attirantari														
12022	VERB	ciddiari			bighellonare	andar vagando	andar errando di qua e di là	vagare	dondoalrsela					auciddiari	aciddiari	ociddiari													
12023	VERB	ociddiari			bighellonare	andar vagando	andar errando di qua e di là	vagare	dondoalrsela					auciddiari	ciddiari	aciddiari													
12024	VERB	auciddiari			bighellonare	andar vagando	andar errando di qua e di là	vagare	dondoalrsela					aciddiari	ciddiari	ociddiari													
12025	NOUN	purceddu			maiale giovane	porcello																							
12026	NOUN	frigorìfiru	s	m	frigorifero									frigorìferu	frigorìfaru	frigurìfiru													
12027	NOUN	frigorìferu	s	m	frigorifero									frigorìfiru	frigorìfaru	frigurìfiru													
12028	NOUN	frigorìfaru	s	m	frigorifero									frigorìferu	frigorìfiru	frigurìfiru													
12029	VERB	accettari			accettare									accittari															
12030	VERB	aumintari			aumentare	crescere																							
12031	VERB	accumulari			accumulare	ammonticchiare	ammucchiare																						
12032	VERB	abbannunari			abbandonare																								
12033	ADJ	airusu			aeroso	arioso																							
12034	VERB	allijari			allegare									alliari															
12035	PRON	jini	s	m	io									eiu	eu	jeu	ieu	iu	ju	eju	iò	jo	ioni	ji	joni	ija	jia	ia	
12036	PRON	ji	s	m	io									eiu	eu	eju	ieu	iu	ju	jo	iò	joni	ioni	jeu	jini	ija	jia	ia	
12037	PRON	jia	s	m	io									eiu	eu	eju	ieu	iu	ju	jo	iò	joni	ioni	ji	jini	ija	jeu	ia	
12038	PRON	ija	s	m	io									eiu	eu	jeu	ieu	iu	ju	jo	iò	joni	ioni	ji	jini	eju	jia	ia	
12039	PRON	ia	s	m	io									eiu	eu	eju	ieu	iu	ju	jo	iò	joni	ioni	ji	jini	ija	jeu	jia	
12040	VERB	caviriari			scaldare	riscaldare								quadiari	calliari	cavuriari	caudiari	cauriari											
12041	VERB	jùjiri			chiudere									chiùiri	chiùriri	chiùjiri	iùiri	chiùdiri	jùiri										
12042	VERB	chiùriri			chiudere									chiùiri	chiùdiri	chiùjiri	iùiri	jùiri	jùjiri										
12043	VERB	chiùjiri			chiudere									chiùiri	chiùriri	chiùdiri	iùiri	jùiri	jùjiri										
12044	VERB	conjugari			coniugare									cuniugari	coniugari	cognugari	cunjugari	cugnugari											
12045	VERB	cognugari			coniugare									cuniugari	coniugari	conjugari	cunjugari	cugnugari											
12046	VERB	cunjugari			coniugare									cuniugari	coniugari	cognugari	conjugari	cugnugari											
12047	VERB	cugnugari			coniugare									cuniugari	coniugari	conjugari	cunjugari	cognugari											
12048	ADJ	conjugali	s	m	coniugale									cuniugali	cunjugali	coniugali	cognugali	cugnugali											
12049	ADJ	cunjugali	s	m	coniugale									coniugali	cuniugali	conjugali	cognugali	cugnugali											
12050	ADJ	cugnugali	s	m	coniugale									coniugali	cuniugali	conjugali	cognugali	cunjugali											
12051	NOUN	coniugazioni	s	f	coniugazione									cuniugazzioni	cunjugazzioni	cunjugazioni	cugnugazzioni	cugnugazioni	cognugazzioni	cuniugazioni	coniugazzioni	conjugazioni	conjugazzioni	cognugazioni					
12052	NOUN	coniugazzioni	s	f	coniugazione									cuniugazzioni	cunjugazzioni	cunjugazioni	cugnugazzioni	cugnugazioni	cognugazzioni	cuniugazioni	coniugazioni	conjugazioni	conjugazzioni	cognugazioni					
12053	NOUN	conjugazioni	s	f	coniugazione									cuniugazzioni	cunjugazzioni	cunjugazioni	cugnugazzioni	cugnugazioni	cognugazzioni	cuniugazioni	coniugazzioni	coniugazioni	conjugazzioni	cognugazioni					
12054	NOUN	conjugazzioni	s	f	coniugazione									cuniugazzioni	cunjugazzioni	cunjugazioni	cugnugazzioni	cugnugazioni	cognugazzioni	cuniugazioni	coniugazzioni	coniugazioni	conjugazioni	cognugazioni					
12055	NOUN	cognugazioni	s	f	coniugazione									cuniugazzioni	cunjugazzioni	cunjugazioni	cugnugazzioni	cugnugazioni	cognugazzioni	cuniugazioni	coniugazzioni	coniugazioni	conjugazzioni	conjugazioni					
12056	NOUN	cognugazzioni	s	f	coniugazione									cuniugazzioni	cunjugazzioni	cunjugazioni	cugnugazzioni	cugnugazioni	cognugazioni	cuniugazioni	coniugazzioni	coniugazioni	conjugazzioni	conjugazioni					
12057	VERB	coniùnciri			congiungere									cuniùnciri	coniùngiri	conjùnciri	cognùnciri	cognùngiri	cuniùngiri	conjùngiri	cunjùnciri	cunjùngiri	cugnùnciri	cugnùngiri					
12058	VERB	coniùngiri			congiungere									cuniùnciri	coniùnciri	conjùnciri	cognùnciri	cognùngiri	cuniùngiri	conjùngiri	cunjùnciri	cunjùngiri	cugnùnciri	cugnùngiri					
12059	VERB	conjùnciri			congiungere									cuniùnciri	coniùnciri	cuniùngiri	cognùnciri	cognùngiri	coniùngiri	conjùngiri	cunjùnciri	cunjùngiri	cugnùnciri	cugnùngiri					
12060	VERB	cognùnciri			congiungere									cuniùnciri	coniùnciri	cuniùngiri	conjùngiri	cognùngiri	coniùngiri	conjùnciri	cunjùnciri	cunjùngiri	cugnùnciri	cugnùngiri					
12061	VERB	cognùngiri			congiungere									cuniùnciri	coniùnciri	cuniùngiri	conjùngiri	cognùnciri	coniùngiri	conjùnciri	cunjùnciri	cunjùngiri	cugnùnciri	cugnùngiri					
12062	VERB	cugnùngiri			congiungere									cuniùnciri	coniùnciri	cuniùngiri	conjùngiri	cognùnciri	coniùngiri	conjùnciri	cunjùnciri	cunjùngiri	cugnùnciri	cognùngiri					
12063	VERB	cugnùnciri			congiungere									cuniùnciri	coniùnciri	cuniùngiri	conjùngiri	cognùngiri	coniùngiri	conjùnciri	cunjùnciri	cunjùngiri	cognùnciri	cugnùngiri					
12064	VERB	cungilari			congelare									ncunjilari	cugnilari	cunjilari	ncugnilari												
12065	VERB	isiari			serpeggiare									issiari															
12066	NOUN	serra			sega																								
12067	VERB	tartagghiari			tartagliare									ntartagghiari	farfagghiari														
12068	VERB	fastidiari			infastidire	fastidiare								fastiddiari															
12069	NOUN	rinucironti	s	m	rinoceronte									rinocironti															
12070	NOUN	rinocironti	s	m	rinoceronte									rinucironti															
12071	NOUN	àrbilu	s	m	albero									àrburu	àrvuru	àrbiru	àrvulu	àrbulu											
12072	NOUN	ufficiu	s	m	ufficio	officio								officiu															
12073	NOUN	officiu	s	m	ufficio	officio								ufficiu															
12074	NOUN	ghiancheri	s	m	macellaio									chianchieri	chiancheri														
12075	NOUN	furmìcula	s	f	formica									fummìcula															
12076	NOUN	fummìcula	s	f	formica									furmìcula															
12077	NOUN	jonnu	s	m	giorno									iornu	ghiornu	giornu	ionnu	jornu	giurnu	ghiurnu									
12078	NOUN	ionnu	s	m	giorno									iornu	ghiornu	giornu	jonnu	jornu	giurnu	ghiurnu									
12079	NOUN	lijama	s	f	ritorta per fasciare	legare								ligama	liama														
12080	NOUN	muzziata			compera di cose di valore diverso																								
12081	VERB	niardinari			cambiare una terra in giardino									gnardinari	njardinari														
12082	VERB	ncaucinari			mettere la calce									nquacinari															
12083	VERB	ntajari			inzaccherare									ntaiari															
12084	NOUN	taju	s	m	fango									taiu															
12085	VERB	nzajari			provare	provarsi un abito nuovo								nsaiari	nsajari	nzaiari													
12086	VERB	nsajari			provare	provarsi un abito nuovo								nzaiari	nsaiari	nzajari													
12087	NOUN	nsunsa	s	f	sugna									nzunza															
12088	VERB	pulizziari			pulire									puliziari	purizziari	puriziari													
12089	VERB	puliziari			pulire									pulizziari	purizziari	puriziari													
12090	VERB	purizziari			pulire									puliziari	pulizziari	puriziari													
12091	VERB	puriziari			pulire									puliziari	pulizziari	purizziari													
12092	NOUN	taddu			tallo																								
12093	NOUN	zàghira	s	f	zagara									zàjira	zàjara	zàiara													
12094	NOUN	zàcara	s	f	zagara									zàjira	zàjara	zàiara													
12095	NOUN	zàchira	s	f	zagara									zàjira	zàjara	zàiara													
12096	NOUN	zàara	s	f	zagara									zàjira	zàjara	zàiara													
12097	NOUN	zàjara	s	f	zagara									zàjira	zàcara	zàiara													
12098	NOUN	zàiara	s	f	zagara									zàjira	zàcara	zàjara													
12099	NOUN	zàjira	s	f	zagara									zàjara	zàcara	zàiara													
12100	NOUN	curnutu	s	m	cornuto									cunnutu	cuinnutu														
12101	NOUN	cunnutu	s	m	cornuto									curnutu	cuinnutu														
12102	NOUN	cuinnutu	s	m	cornuto									curnutu	cunnutu														
12103	NOUN	stuppa	s	f	stoppa																								
